Time (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.977,237.57,1125.9,477.01,876.2,650.38,1361.61,526.28,227.87,249.7,782.89,9.89,38.44,389.67,295.05,237.57,240.93,148.55,178.04,382.21,1277.25,1005.72,1025.87,1433.46,447.15,182.33,328.83,222.46,528.15,565.1,889.45,643.48,539.72,25.94,175.05,440.25,5.79,15.49,94.8,355.15,307,327.53,825.44,896.17,389.48
26.679,234.59,1131.13,460.4,899.9,688.46,1395.2,588.05,218.54,259.41,872.09,14.74,40.31,396.58,323.79,243.54,244.29,143.89,175.99,396.39,1369.45,932.19,1000.12,1443.54,458.35,195.58,339.28,216.3,519.37,589.36,912.96,589.17,589.17,63.64,134,438.38,3.36,6.91,94.06,362.24,320.43,351.23,828.05,917.82,367.28
27.381,248.77,1148.48,475.52,950.48,702.64,1411.06,666.99,235.89,255.12,707.3,9.89,34.53,408.52,319.87,232.91,249.52,144.63,172.07,400.12,1416.66,886.28,1026.81,1493.74,424.57,196.14,342.46,228.99,560.81,599.25,910.91,573.31,609.33,86.22,127.09,451.26,5.6,0.93,108.62,369.14,307.18,362.42,834.58,956.63,334.8
28.084,230.48,1166.21,481.49,974.92,717.01,1454.73,653.37,236.27,261.46,764.23,14,26.5,421.77,329.76,221.71,239.44,136.61,175.43,417.66,1336.23,889.64,1004.22,1485.9,387.24,201.93,341.52,218.16,497.73,617.54,941.14,576.85,610.45,89.58,138.1,421.02,6.72,13.44,121.31,371.01,298.04,418.6,843.91,990.04,339.28
28.785,244.29,1160.43,503.88,983.32,713.28,1472.09,670.54,262.21,274.9,778.41,13.62,26.69,426.81,326.22,235.52,247.09,142.21,170.01,383.89,1270.91,879.37,992.47,1490.01,433.34,203.79,359.44,228.43,484.1,629.48,970.26,566.78,623.7,88.83,120.75,358.32,4.48,14.18,109.36,387.43,303.45,418.22,845.41,1015.42,332.19
29.488,246.34,1186.93,516.95,947.86,742.95,1477.88,699.28,267.81,278.82,732.5,7.46,28.18,430.91,341.9,231.97,252.5,147.99,168.89,349.73,1183.38,812,990.97,1499.34,391.72,259.03,375.86,224.51,479.81,668.11,993.21,587.87,634.15,88.46,124.85,311.48,21.28,14.74,108.24,392.28,284.41,429.24,857.91,1058.53,347.12
30.189,253.81,1166.03,515.83,948.05,765.72,1484.59,804.35,270.23,293.19,773.93,15.68,27.43,427.37,350.11,262.95,244.66,136.61,170.76,338.91,1216.42,780.83,988.55,1528.26,406.09,252.88,384.63,224.88,426.62,702.64,1002.92,585.25,642.73,88.27,133.25,280.87,39.94,13.81,122.43,417.29,300.09,454.8,877.13,1069.92,341.15
30.89,240.93,1155.58,529.27,947.68,771.32,1513.15,800.62,284.97,281.99,754.89,9.33,41.43,458.54,345.81,232.35,239.81,160.31,165.16,358.5,1234.33,769.45,974.18,1503.26,440.25,254.18,379.03,214.8,384.45,713.28,996.76,630.42,655.05,83.23,151.17,307.18,49.64,16.24,117.57,413.19,278.26,466,882.17,1095.11,346
31.593,244.48,1173.68,540.09,976.79,793.34,1585.74,808.64,320.25,284.41,771.69,7.28,42.55,452.56,351.97,229.36,241.49,135.12,164.42,393.59,1264.56,760.31,1020.09,1545.25,404.97,247.65,386.68,209.58,414.68,696.85,939.47,642.92,666.06,84.54,141.83,251.38,57.29,15.68,126.34,434.27,280.68,469.55,911.66,1107.61,350.67
32.295,241.68,1260.46,552.78,1013.18,810.32,1606.27,839.06,314.46,235.33,779.34,8.77,30.98,435.77,366.53,235.15,248.21,141.46,152.66,395.46,1167.89,688.08,997.51,1528.26,401.43,247.65,376.42,194.46,424.01,691.07,958.5,686.78,678.94,91.45,134.74,250.08,58.6,14.74,119.63,464.69,296.17,476.64,920.8,1169.01,362.05
32.997,248.21,1278.75,550.91,1040.99,823.57,1663.57,854.36,329.95,197.26,814.61,8.96,27.99,450.14,383.14,232.35,239.44,148.74,153.03,398.26,1233.77,761.05,922.67,1556.82,405.16,225.63,377.17,199.5,381.46,654.86,959.81,735.67,720.37,81.37,149.3,240.74,49.46,18.66,119.25,477.01,309.05,496.98,939.47,1158.38,329.58
33.699,242.05,1263.26,544.01,1068.8,852.69,1700.33,866.87,350.48,170.95,776.54,9.14,39.38,453.5,362.8,246.72,243.73,152.66,156.2,410.76,1163.79,753.59,972.87,1551.97,432.03,237.95,392.66,208.46,395.64,663.45,950.1,733.43,696.29,68.86,177.48,243.54,51.51,19.22,136.8,479.44,322.49,417.1,949.17,1212.12,293.75
34.402,238.13,1240.3,533.56,1083.35,868.55,1747.36,869.67,362.61,158.44,798.19,12.32,31.54,449.2,369.89,227.12,216.3,166.1,151.73,398.44,1134.86,770.2,997.32,1532.18,396.95,251.01,391.54,208.46,360.18,666.43,962.23,796.7,687.9,70.36,174.12,232.72,60.28,20.9,140.9,474.4,256.23,427.74,960.18,1192.9,307.93
35.106,237.01,1169.39,557.07,1105.75,879.19,1806.15,886.84,382.21,176.92,793.15,11.57,28.55,429.61,361.12,250.64,231.23,168.15,150.79,407.59,1112.28,778.6,1011.13,1532.56,398.63,20.16,402.73,205.66,381.65,679.31,990.6,792.22,712.16,78.76,186.62,248.21,63.27,26.31,141.46,503.32,233.28,436.7,949.17,1205.4,314.83
35.808,248.96,1108.55,561.37,1124.6,899.15,1835.07,880.31,383.33,172.81,816.67,7.46,25.01,437.63,357.94,226.75,235.71,179.53,150.42,397.14,1058.16,803.23,1043.41,1564.84,432.41,23.7,405.16,202.3,389.67,670.91,1043.79,823.2,743.14,72.78,188.68,247.84,65.13,21.84,155.64,519.93,234.77,456.67,925.84,1225,309.61
36.51,238.32,1111.16,552.22,1124.78,906.81,1875.2,950.85,385.01,176.92,786.62,9.89,24.82,487.09,345.81,232.53,226.93,183.82,150.42,421.58,1078.31,845.22,1050.51,1600.86,358.88,10.82,418.78,208.83,351.79,677.07,974.74,803.23,745.56,69.61,193.16,251.01,65.69,30.61,181.96,543.82,189.61,449.58,939.84,1234.7,307.18
37.212,212,1098.28,531.69,1132.62,918.38,1889.01,886.46,386.31,179.16,748.18,7.46,25.19,508.18,347.31,242.8,207.71,154.15,149.67,411.13,1102.57,836.08,1142.89,1591.72,351.97,32.29,415.24,198.57,401.05,636.39,967.27,824.69,759.93,63.08,202.11,242.8,61.96,21.46,193.16,544.76,201.18,466.19,947.49,1248.7,300.09
37.914,208.09,1093.06,529.08,1146.62,947.86,1956.75,905.5,393.59,171.13,756.57,14,18.1,518.07,347.31,245.22,226.56,152.85,155.27,415.05,1058.9,857.91,1146.8,1614.86,352.72,17.92,410.39,175.24,374.55,619.96,980.71,788.49,757.51,55.24,204.91,250.26,65.13,25.19,200.25,548.3,188.68,487.09,971.38,1248.7,286.47
38.616,218.35,1096.42,487.84,1172.75,942.82,2019.65,929.95,407.21,174.87,776.73,7.65,3.73,523.48,339.28,227.12,269.3,155.46,151.73,426.81,1103.69,892.25,1162.29,1617.47,356.27,23.89,371.38,176.17,360.93,646.65,998.81,724.66,726.9,65.51,187.18,253.06,60.09,23.89,198.57,577.41,218.91,484.66,979.4,1261.39,268.93
39.318,245.04,1093.62,466.93,1187.12,974.74,2018.15,972.5,417.66,176.55,785.13,16.98,29.67,539.16,366.53,175.8,278.63,140.71,151.91,427.93,993.77,879.56,1153.71,1652.18,382.77,33.03,371.94,184.76,304.2,627.06,1005.16,705.07,746.5,70.36,194.84,276.02,56.17,19.78,203.42,588.8,221.52,495.67,848.39,1263.07,278.82
40.019,250.64,1076.07,466.56,1181.14,976.23,2055.29,977.54,433.9,183.64,795.58,19.41,9.7,522.36,364.1,157.32,287.03,136.05,150.98,418.97,1061.89,835.33,1135.61,1636.88,395.83,59.35,378.1,170.95,346.56,613.43,1012.06,681.18,737.16,66.25,201.37,273.22,35.09,19.22,205.29,591.6,213.68,502.39,850.45,1294.05,268.55
40.722,263.89,1082.79,433.9,1148.48,993.59,2104.56,1016.54,462.27,187.18,792.41,18.85,24.82,542.89,352.72,196.14,263.7,145.75,144.45,430.35,1051.44,849.51,1141.77,1666.18,389.11,24.45,400.68,178.6,338.35,579.65,1021.02,679.68,768.89,58.04,190.73,286.09,43.11,19.6,200.43,619.41,225.26,480.74,866.87,1310.29,291.88
41.423,249.89,1094.92,421.77,1132.43,1006.84,2196.38,1072.15,469.92,192.41,742.39,13.62,26.87,576.29,350.29,232.16,277.51,155.46,150.79,449.39,1061.89,850.26,1186,1695.48,405.35,27.06,401.24,176.73,354.4,604.1,987.8,692.56,732.87,66.62,198.19,305.32,14,17.92,211.45,627.43,256.98,498.85,881.43,1320.92,240.93
42.125,257.17,1111.35,409.08,1145.12,1007.77,2209.63,1084.29,476.82,205.47,768.33,14.74,33.03,580.59,334.62,221.15,276.95,150.23,155.08,449.39,1097.54,859.59,1191.59,1722.35,412.81,41.06,412.44,187.18,318.57,623.88,944.13,660.65,742.39,53.37,199.13,335.74,11.94,17.36,181.4,609.33,243.17,524.6,896.91,1312.34,235.33
42.827,258.66,1120.68,413.75,1109.11,1020.09,2217.65,1089.51,500.71,200.99,784.01,15.68,40.5,608.02,328.09,217.6,282.36,136.61,175.43,446.4,1061.89,820.03,1170.51,1694.55,444.35,30.42,427.56,191.1,341.71,648.52,983.14,626.5,717.2,55.43,208.27,371.01,53.19,19.6,143.51,622.02,260.53,473.28,925.28,1344.81,184.01
43.529,261.65,1118.62,426.62,1100.15,1010.76,2273.64,1122.54,510.79,207.71,799.87,14.74,20.72,608.02,336.86,214.99,283.11,142.77,175.8,449.39,1084.1,838.5,1159.68,1721.98,410.01,38.07,422.52,180.09,302.7,672.03,1024.75,611.75,738.84,76.33,232.72,369.14,59.53,17.36,143.33,630.04,274.9,485.78,942.45,1347.8,151.73
44.231,265.01,1123.29,432.03,1090.26,1023.45,2344.93,1119.56,525.72,207.53,757.51,9.33,22.95,641.8,344.51,205.1,289.45,139.59,176.55,461.89,1155.02,843.35,1068.42,1709.85,418.97,54.87,400.12,178.04,284.41,672.59,1012.44,630.23,709.54,66.62,238.32,331.44,56.55,2.43,149.49,632.66,254,469.17,946.93,1368.33,142.21
44.933,268.18,1141.21,412.81,1079.99,1025.31,2562.35,1112.09,566.96,218.16,783.07,22.39,24.07,632.84,354.03,176.17,299.34,139.41,175.43,474.21,1092.87,792.59,1036.7,1754.45,420.46,70.73,412.63,169.45,277.88,713.46,1010.01,651.69,710.1,76.52,256.23,342.27,12.88,,149.67,622.76,262.77,467.68,957.38,1353.58,171.32
45.635,253.62,1145.87,422.52,1099.22,1013.18,2756.62,1238.81,561.92,214.99,794.27,11.57,42.55,643.29,361.49,138.1,289.45,143.89,180.09,494.55,1107.61,769.08,1092.87,1789.72,432.41,72.22,415.05,176.36,276.76,755.83,1065.06,625.75,718.32,61.21,274.52,374.55,22.39,0.37,155.83,605.78,239.63,461.52,972.31,1404.53,159.38
46.337,250.26,1192.34,424.76,1100.15,968.95,2480.61,1394.27,575.18,228.8,852.87,16.05,23.51,664.57,362.98,116.27,268.55,131.94,175.61,497.35,1115.45,873.03,1060.21,1836.75,466,64.2,427,199.13,275.08,764.04,1082.23,625,683.79,53,285.16,384.07,16.98,,147.81,599.81,243.92,475.7,1023.07,1429.91,180.65
47.039,256.23,1196.82,454.43,1106.87,974.92,2468.48,1375.23,585.63,229.17,816.85,9.7,22.77,675.21,379.22,144.26,264.82,134.93,174.12,497.54,1090.82,898.22,1060.77,1827.42,482.42,56.92,434.09,197.45,267.81,787.18,1104.81,647.03,697.6,50.95,283.48,409.83,15.12,23.33,156.39,622.2,259.22,458.35,1007.02,1391.28,162.55
47.741,276.39,1147.55,499.97,1068.61,979.78,2457.09,1153.71,616.79,244.66,755.27,10.64,26.13,696.48,373.06,209.58,269.49,145.75,173.19,514.71,1115.08,893.93,1022.89,1884.72,494.74,58.97,450.7,189.05,282.55,785.87,1147.36,661.4,718.13,59.16,293,440.99,16.61,13.06,134.56,608.95,231.04,445.28,1013,1396.13,165.54
48.444,284.79,1142.14,469.17,1081.3,960.74,2452.05,988.92,627.8,254.56,842.42,11.2,52.81,710.48,361.86,213.31,267.99,151.91,165.91,512.28,1001.8,902.7,1031.66,1900.21,510.04,76.7,475.33,180.09,302.7,776.92,1183.57,661.21,747.99,59.53,315.95,465.63,14.93,33.41,121.31,603.92,254.56,448.46,1065.44,1410.5,175.43
49.146,291.88,1167.15,477.76,1087.46,977.16,2449.81,990.97,651.69,258.66,797.44,10.08,22.02,714.21,375.3,228.99,274.71,149.3,165.35,545.5,1013.93,934.8,964.1,2014.61,497.35,94.99,480.56,196.7,295.05,731.38,1014.3,660.84,743.32,63.83,247.46,515.83,17.92,57.67,139.78,558.19,248.4,465.81,917.63,1395.95,169.83
49.848,248.4,1188.61,462.64,1106.31,978.66,2375.91,1012.25,673.34,268.55,832.53,9.14,33.41,746.87,379.97,220.59,273.03,145.57,143.14,579.84,1006.46,935.17,965.22,2056.6,530.76,73.34,475.52,191.85,290.2,726.15,1011.32,682.86,774.3,57.29,244.1,548.67,18.85,50.02,137.92,580.96,249.14,465.44,889.45,1417.04,168.89
50.55,248.21,1192.71,499.78,1105.56,994.52,2369.19,1019.9,662.14,278.82,841.11,10.08,28.55,751.72,385.94,221.52,260.71,138.1,133.44,529.83,1077.19,948.98,1013.74,2081.04,562.3,75.4,491.19,188.3,282.18,757.13,1014.49,689.2,786.25,56.73,244.48,578.16,18.66,55.24,141.46,594.77,258.1,457.79,923.42,1357.69,167.03
51.252,237.39,1212.12,535.98,1110.23,1007.02,2369.01,1018.97,691.07,292.25,851.57,9.52,22.39,779.16,390.6,222.64,263.7,134.93,145.94,535.24,1047.89,954.77,872.65,2043.53,562.48,92.94,495.49,181.77,266.87,751.35,1001.05,698.16,748.18,63.64,244.48,605.78,12.13,52.07,136.61,608.02,278.82,469.92,950.66,1357.13,179.91
51.953,235.33,1229.67,530.01,1132.06,1011.5,2364.71,1029.23,705.07,269.86,836.08,7.84,24.82,782.14,390.98,222.46,280.31,145.38,163.67,540.84,1390.16,963.73,863.7,2097.28,545.69,120.37,532.07,186.06,257.73,710.1,993.03,697.97,796.32,46.47,261.09,637.51,5.41,53.19,137.73,616.79,275.27,474.4,964.85,1391.47,178.23
