Time (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.252,1759.68,630.98,808.46,35.27,187,60.09,571.82,144.82,541.21,1886.02,1231.53,2602.29,2553.2,400.12,960.74,2156.44,2763.16,726.34,806.59,1212.12,954.21,612.5,329.39,454.06,976.04,3.73,415.8,461.33,1088.58,938.91,1293.12,448.46,384.82
51.953,1761.54,663.26,724.1,34.15,178.6,70.17,546.44,145.01,533.74,1873.33,1204.66,2639.42,2538.65,403.48,987.61,2149.16,2784.62,738.28,900.65,1246.46,940.21,618.47,349.92,472.35,981.08,5.97,410.95,475.7,1071.6,935.55,1313.09,451.63,398.82
52.655,1780.21,670.91,731.38,48.52,205.1,75.58,541.96,147.06,575.74,1899.46,1170.88,2685.15,2525.77,403.29,1010.76,2339.71,2796.93,720.18,892.06,1252.81,893,638.25,363.92,474.4,1007.77,5.6,416.36,476.26,1088.2,939.47,1342.76,461.71,401.61
53.358,1765.28,683.98,750.6,64.57,205.1,79.69,530.01,149.49,558.38,1902.26,1124.78,2740.57,2501.32,400.31,985.19,2466.61,2828.66,732.31,845.41,1270.54,882.73,602.05,381.65,510.98,1021.39,5.6,432.03,480.56,1091.38,938.35,1399.12,473.65,414.49
54.06,1742.88,713.46,747.24,67.18,199.13,80.06,544.2,159.75,459.47,1893.49,1091.75,2670.03,2469.04,399,986.49,2527.08,2854.41,732.5,803.79,1289.95,867.62,615.86,393.22,503.7,1025.5,4.67,445.47,472.53,1116.76,967.65,1194.95,488.58,376.79
54.762,1732.24,713.65,716.82,48.15,177.85,65.51,530.39,155.64,406.84,1902.07,1076.63,2669.47,2458.02,369.52,1016.35,2514.39,2854.23,705.07,780.65,1265.31,881.8,603.36,389.67,533.18,1037.07,3.55,437.07,482.42,1102.57,984.44,1208.2,485.22,377.73
55.464,1753.71,721.49,680.06,65.32,173.19,79.88,532.25,149.67,409.27,1888.82,1048.83,2681.6,2440.86,346.37,1023.82,2505.43,3155.63,808.27,808.64,1259.34,871.35,637.13,431.1,528.89,1047.52,,461.71,482.8,1148.11,986.31,1245.9,493.81,393.96
56.166,1762.85,726.71,655.42,67.37,158.07,87.9,536.36,155.46,435.77,1901.51,1044.91,2673.76,2430.96,340.4,1007.58,2577.09,2925.33,720.18,799.31,1254.3,905.31,642.36,490.26,552.03,1066.18,4.85,437.82,497.91,1185.62,1009.82,1258.59,494.18,410.95
56.866,1749.41,733.25,650.94,81.55,157.32,77.08,540.09,167.03,453.87,1890.69,1027.37,2542.75,2420.7,344.88,1004.6,2538.83,2899.58,728.02,804.35,1272.22,880.68,647.77,560.25,596.64,1082.98,22.21,468.8,495.67,1221.08,1025.87,1276.88,502.58,435.21
57.568,1766.58,740.9,671.29,90.51,172.07,75.4,535.05,181.59,464.51,1909.91,1024.94,2574.1,2399.05,383.14,1026.62,2615.91,2916.37,730.07,815.55,1288.45,882.54,643.67,637.13,596.45,1091.38,15.86,434.46,502.77,1261.21,1070.29,1320.18,510.23,441.74
58.27,1691.37,749.11,693.68,89.95,151.91,60.84,529.08,194.28,483.92,1882.48,1026.81,2634.01,2382.26,402.17,1038,2510.65,2916.75,712.9,838.13,1365.71,890.94,667.37,682.48,627.99,1103.32,17.92,453.12,487.65,1277.44,1108.36,1354.14,513.03,444.54
58.972,1684.47,766.09,675.77,93.13,153.59,70.54,515.83,202.86,497.73,1903.01,1014.49,2730.87,2401.48,408.52,1049.95,2492.74,2920.48,715.52,848.21,1207.46,891.13,717.01,736.79,632.84,1142.14,19.41,434.27,465.44,1320.18,1113.77,1366.09,513.4,449.02
59.674,1720.67,786.62,694.24,99.84,159.38,67.56,513.22,205.66,516.76,1912.34,1010.76,2771.18,2381.14,404.6,1071.41,2535.66,2944.93,723.35,857.35,1205.4,816.11,782.14,754.89,513.96,1170.32,22.39,437.45,466.93,1359.93,1132.25,1368.51,526.47,460.21
60.376,1646.77,818.35,697.97,92.19,161.99,65.88,531.88,212.56,537.48,1902.26,995.08,2674.51,2349.22,415.8,1058.34,2524.84,2978.89,750.6,876.95,1223.69,822.83,803.98,788.11,489.89,1153.9,19.6,459.47,460.4,1375.61,1144.57,1378.78,576.29,462.64
61.078,1643.22,860.34,712.16,85.1,169.45,78.94,533.74,217.04,546.81,1899.27,976.42,2638.86,2368.63,416.92,1058.72,2525.4,2976.47,756.57,923.98,1248.7,849.7,861.83,845.03,508.92,1179.09,12.69,457.42,461.89,1415.54,1169.2,1334.18,628.92,457.6
61.781,1643.97,900.83,736.05,86.03,169.64,71.29,534.86,231.79,565.84,1910.66,970.07,2667.04,2323.28,417.66,1067.86,2507.67,2958.18,773,906.43,1262.14,842.42,855.67,874.15,512.66,1184.88,10.08,474.96,459.1,1447.27,1175.73,1363.48,612.13,481.3
62.482,1648.26,975.11,727.65,94.06,168.15,73.16,527.96,228.05,558.57,1898.34,939.09,2658.27,2293.05,421.96,1055.55,2561.6,3083.59,771.13,927.89,1231.16,867.8,860.34,909.42,613.06,1010.38,41.62,480.93,435.21,1485.34,1199.99,1378.59,623.51,471.04
63.185,1524.53,951.97,726.9,92.75,166.66,78.57,533.93,235.52,536.17,1907.67,926.21,2623.19,2301.26,424.57,1049.2,2571.68,2975.35,737.35,928.08,1227.05,915.76,879.37,954.77,611.57,1031.1,30.05,479.62,455.18,1537.97,1178.72,1389.6,640.68,497.35
63.887,1519.68,982.58,738.66,88.65,138.1,63.45,552.97,230.11,539.53,1928.95,907.55,2591.46,2269.91,423.26,1071.22,2599.67,3010.81,741.08,961.3,1155.39,968.02,927.71,1000.12,611.38,1050.88,34.53,478.32,459.47,1511.84,1161.36,1402.48,657.48,489.33
64.589,1522.48,941.89,763.85,93.87,130.82,66.62,540.84,229.73,550.35,1959.18,902.7,2597.62,2243.41,423.82,1088.02,2680.85,3014.35,757.51,949.36,1118.81,1016.73,947.49,1034.08,616.05,1074.95,30.61,494.93,456.67,1558.68,1173.68,1437,669.42,510.79
65.291,1507.92,895.42,777.29,86.41,181.77,64.01,546.44,233.09,549.79,1965.9,880.31,2583.44,2245.46,451.44,1104.63,2296.04,3346.73,759.56,949.73,1136.91,1021.58,961.3,1085.03,619.41,1099.96,27.43,490.07,469.92,1520.8,1138.41,1448.02,683.79,507.24
65.993,1500.27,905.87,677.63,86.97,176.55,63.83,532.25,229.73,564.35,1989.23,867.62,2577.84,2240.79,465.44,1113.59,2349.04,3013.79,760.68,968.02,1095.11,1039.87,985,1105,617.54,1121.42,27.25,461.52,483.92,1541.89,1146.06,1501.2,694.61,510.42
66.695,1493.18,974.55,669.98,89.02,176.17,58.41,533.56,233.65,568.83,2019.83,870.04,2584.93,2227.73,465.44,1165.28,2338.59,3516.37,692.19,916.88,1096.23,1089.7,964.85,1134.3,621.08,1147.55,34.53,488.02,490.07,1578.84,1210.44,1463.69,705.07,519.56
67.397,1465,864.26,700.21,77.45,174.87,62.33,527.59,227.49,588.05,2035.88,856.98,2582.5,2198.24,460.59,1151.66,2323.66,3016.03,701.33,921.55,1113.96,1103.69,974.55,1121.61,623.7,1222.95,35.83,478.88,484.29,1582.2,1194.21,1492.62,703.2,535.42
